,username,comment,rating,strain_id,commnet_polarity,comment_subjectivity,hybrid,sativa,indica,thc_percent,cbd_percent,avg_subjectivity,avg_polarity,avg_rating,cooking_time_min,is_desert,oven_percentage_power,percent_serving_weight_weed_ingredient,uses_butter,uses_oil,condition,relief
10,reefmaster44,"Blue dream is a jack of all trades hybrid strain for me. it's everywhere, cheap, tastes good, smells good, looks good and has good effects. the best part is that both indica and sativa effects can be felt. it's not my absolute favorite strain but I will never say no to blue dream!",5,blue-dream,0.49000000000000005,0.55,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,124,True,0.1959391547670104,0.118307359211957,False,True,depression,False
11,Genevieve_Pearle,"This is the only strain I feel safe vaping before I work. Calmly eases my anxiety and depression without taking any of the sharpness from my mind or distracting me. Makes me feel poised, ready, and confident to take on my day.",5,blue-dream,0.3,0.7166666666666667,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,34,True,0.7294912843805732,0.1827018638103802,False,True,lack_appetite,True
12,tjcastello14,"Just an all around incredible high. I love analyzing highs and this was by far my favorite to enjoy and contemplate. This is the most flawless 50/50 hybrid imaginable. You are able to control the high whatever way you like. Helped my anxiety, my depression and my headaches. Best of both indica and sativa. Strongly recommend to anyone :) ",5,blue-dream,0.5127777777777779,0.6865277777777777,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,109,False,0.2551581406514183,0.03994614104576564,False,True,eye_pressure,True
13,rollingman,this weed made me get into an argument with my stuffed animal so yeah I'd recomend it ,5,blue-dream,0.0,0.0,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,155,True,0.3809397628428567,0.0037829289643598776,False,True,inflamation_insomnia,False
14,pecur,I love this strain. GREAT day time hybrid. Makes u feel like u've just scratched a spot on your back that you could not reach for days and it's been itching you like crazy. I am running out of words here to describe how good your whole body and mind feels after medicating with this. The high is on the border of &quot;functioning and couch potato&quot; and you can control it as you want and go either way. Beautiful stuff !!!,5,blue-dream,0.32625,0.59875,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,174,False,0.7884248316519273,0.021346845957953844,False,True,nausea,True
15,MigraneousRex,"Love, love, love this strain! Taste is a nice balance of berry and pine, fast and hard hitting, great for migraine relief and a pleasant high recreationally. Hits me almost more like an Indica, and gives me an almost psychedelic high with amazing closed eye visuals. No other strain does that to me.   Also a great horny strain. My god. ",5,blue-dream,0.3816111111111112,0.6242222222222222,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,175,False,0.19538224705651674,0.161369817639345,True,False,cramps,False
16,joshdecano27,"This strain will wash away your stress and anxiety by sending waves of heat throughout your body. All of your limbs become tingly as if they are all asleep. Your nose and lips become numb and your moth feels like your holding two cotton balls in your cheeks. The room feels like its spinning, but in a good way. Every time you move your head it either feels like your moving in slow motion or high speed. Behind your eyes you can feel a slight pressure, as if your brain is polling your eyes back into your scull. All of the joints in your body begin to fell heavy, pulling you deeper into whatever you are sitting in. Instantly all pain in your body is gone and waves of happiness and relaxation start run through your body. In your head you feel euphoric and uplifted. Your whole body feels locked into place while at the same time energetic. Blue Dream is a great working manâ€™s strain because itâ€™s the perfect balance of sativa and indica. Over all this strain is excellent for stress and depression and everyone should try it at least once.",5,blue-dream,0.17185185185185187,0.5026851851851852,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,184,True,0.866731600325444,0.015465895450864565,True,False,muscle_spasms,False
17,JboneAK,"Recently I've come to grips with having a frustratingly high tolerance, some times struggling to get high. I was no match for Blue Dream. I'm going to attempt to consume and write this, so perhaps the quality of the review is the review itself. See. I'm zoning already.   Visual: Straight off it looks very sativa, with its long hair and slender sexy features. Super sugary and quite sticky when busted open. Well manicured, so tops for aesthetics.   Smell: Opening the bag, it smells like a stinky spicy cheese. Busted the nug and it was super pungent diesel inside. Dank scent for sure.   Now I busted the nug in half and ground it up in my Kannastor and got some super gritty sticky bong load. Loaded a solid pinch in the bowl and lit it with hemp wick. It burned quick and evenly, and had my Silika beaker opaque in about a half second.   Pulled the slide and cleared it. I wasn't ready. I'm looking at my notes now and I very sloppily wrote &quot;holy shit.&quot; I stand by that. Stoned, stunned, stupid. Thick, billowy, diesel flavored clouds of smoke, not too scratchy on holding it in and forgivable on exhale. About five minutes later great euphoria and relaxation dragged it's nails down my back, I just want to sit down, can't cause I got bong rips to do. Next thing I know I'm feeling pumped, focused. Taking notes for science now. Ten minutes since first rip and my arms are heavy as shit, and I'm standing so and can't just lay em on the couch. Gonna have to carry em. Slammed two more bowls. I'm stoned and I'm sitting down.   Blue Dream is definitely going to be a regular for me. ",5,blue-dream,0.04901709401709403,0.409721674337059,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,158,False,0.7202396771219489,0.08951574137025314,False,True,nausea,False
18,dvianthippy,"perfect...just perfect, highly recommended in the morning with a cup of joe! ",5,blue-dream,0.58,0.77,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,34,True,0.7294912843805732,0.1827018638103802,False,True,stress,True
19,vengeurban,"this bud will have you soaring! I've been smoking regularly for 1 year now and when I got this bud I didn't know what strain it was so I loaded my bong bowl FAT. Blue dream is really kiefy so I put a bunch of kief on top of my already bulging bowl. smoking a bowl of &quot;regular&quot; loaded as fat as this one will get me pretty damn high so I thought nothing of it. The smoke was a wee bit harsh and near the end of the bowl I started coughing more frequently. as soon as the bowl was finished I could no longer gauge time accurately and a sense of euphoria came over me. I knew at this point that I was going to be REALLY high for a pretty good amount of time. I laid down on my bed with my chest up and my arms spread out and euphoria just began to wash over me. my body was completely relaxed and my heart rate began to pick up. I've never had good eyesight but now my eyesight was crystal clear. colors seemed richer and the light from the sun shining through my window was just transcendent. since then I've had a lot of spiritual experiences after smoking this bud. this high really lifts my spirits and even long after the obvious effects of being high are no longer felt, the happiness, energy, and a sliver of euphoria are still there. I can't even describe it. just go buy some and smoke it for yourself. hands down the dopest dope I've ever smoked. -Saul Silver",5,blue-dream,0.19551440329218112,0.4542481798037353,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,199,True,0.6981937616191057,0.024233590182546474,False,True,spasticity,False
20,afera,"I met the love of my life with this strain and it has been my favorite ever since. Sativa like conversation, aphrodisiac, indica like body high (in higher doses). Amazing taste and perfect all-day strain. ",5,blue-dream,0.5016666666666666,0.7566666666666667,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,199,True,0.6981937616191057,0.024233590182546474,False,True,spasticity,True
21,chroniccannabisconsumsr,"Super common strain over here on the east coast, a lot of this strain even gets sold under different names but are textbook examples of blue dream. And its popular for good reason.  The balance between cerebral and body are awesome. Relaxing but not a knock-out punch. Uplifted without anxiety or paranoia. Awesome for mid-day or evening use but not bad for morning either in smaller amounts.  Smells of sweet blueberries with herbal undertones.  Most nugs are big, fluffy, and conical.  The best blue dream ive encountered, however, was solid as a rock.  Either way this is a highly recommendable strain and its easy to see how it became an instant classic.  ",5,blue-dream,0.29015873015873017,0.5185714285714285,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,124,True,0.1959391547670104,0.118307359211957,False,True,nausea,True
22,Trogdor1597,-----------INTRODUCTION--------- To start this off I'll say this strain is wonderous. So I hit up my dealer asking what he's got and he tells me he has Blue Dream. I quickly  text back that I'll take some but I say it in a way that'll make me seem like I ,5,blue-dream,-0.13333333333333336,0.52,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,70,True,0.3832065364194551,0.1576762527066744,True,False,seizures,False
23,potprincess2000,"This strain was a staple in Bay Area weed culture in the 2010's. I can't remember who WASN'T smoking it. This is a common but classic strain with strong medicinal and spiritual properties. Recently I've been getting buds with a rich rosey lemon phenotype. It really is one of the most delightful weed scents that I've ever smelled.  Blue Dream is very relaxing and provides an uplifted almost philosophical high. I started pairing this bud with my yoga not too long ago and it really helps to deepen my practice and mind-body connection. Meditation and Blue Dream go hand in hand as well. The reason I'm giving this only 4 stars instead of 5 is because this has a very high THC content and can be very strong, catching you by surprise at times. I've gotten paranoid a few times and in higher doses you can really feel the Haze which isn't always conducive to focusing and getting lots of work done. Follow me on IG @weedtalkmtl for more cannabis culture and content.",4,blue-dream,0.20859722222222224,0.44702777777777775,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,156,True,0.29280397421723936,0.10086743490526857,True,False,eye_pressure,False
24,tvist,"My favorite strain, I use it for my clinical depression and it really helped me feel like a person again. This strain changed my life for the better, if you have depression, anxiety or get easily stressed out I highly reccomend you try this strain.  As this strain helpped me snap out of a really bad deppression cycle that was making life really hard.  I give it a 5/5 :)",5,blue-dream,0.1145238095238095,0.6116666666666666,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,108,True,0.6498499741501587,0.1886558238046006,True,False,pain,False
25,jkamaya,What can I say about this fantastic strain? Blue Dream is the difinitive strain of everything I would look for. This is uplifting in every way. I am always exuberant throughout smoking a joint with the infamous blue dream. This also can lull me into a nice and perfect slumber. I do recommend everyone to try this! _Ÿ˜ç  ,5,blue-dream,0.22142857142857145,0.7142857142857143,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,109,False,0.2551581406514183,0.03994614104576564,False,True,inflamation_insomnia,False
26,mcwriter,"It's always been a favorite. The sweet/citrusy flavor - which translates REALLY well to BHO, etc. - and the real pleasant fuzziness of the high is just so refreshing. It's like finding a great pale ale or pilsener beer in the middle of an aisle of depressing and humungously-high-alcohol porters or stouts. I can relax and watch tv, or work out in the yard, or go to the store, whatever. Happy and cool. I would recommend it any time you find it. It's resilient too. Even if it's a bit too dry you still get great flavor, not that grassiness I've gotten with (example) Headband (if it's not done right, of course).",5,blue-dream,0.3227891156462585,0.6504081632653061,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,154,True,0.11567421448547677,0.04902846683747167,False,True,seizures,False
27,themermaid805,"Lineage: Super Silver Haze x Blueberry  Blue Dream is said to have been bred originally in Santa Cruz Ca This cut truly shows the Cali blue flavors that just make your mouth water, light and airy with a blueberry splash. One of my personal favorites,  with a sweet berry aroma redolent of its Blueberry parent, Blue Dream delivers swift symptom relief without heavy sedative effects. Nice soaring Sativa with a heavy Indica ground. It's great medicinally for anxiety, Body Pain, Glaucoma, Headaches,depression, nausea, and digestive issues.",4,blue-dream,0.20486111111111113,0.5097222222222222,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,109,False,0.2551581406514183,0.03994614104576564,False,True,pain,True
28,SomeguyAZ,This is called Platinum Blue Dream and it is awesome. Very good pain management and a pleasantly relaxed feeling.,4,blue-dream,0.6608333333333333,0.7116666666666668,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,199,True,0.6981937616191057,0.024233590182546474,False,True,nausea,False
29,Strainge,"Nice mild high.  Helped cut through my PTSD and anxiety without making me feel like I was tripping balls.  Lovely taste, evocative of mangoes - something I've never encountered in a strain before.",4,blue-dream,0.3983333333333333,0.6975,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,158,False,0.995392018865588,0.0959717207753511,False,True,eye_pressure,True
30,EdibleEm,"Today's go-to for a blast and a boost! Enjoyed this one with my coffee and got a punch to get moving through the morning. Good one for fatigue and depression although high thc might make someone burn out quicker if they aren't used to that. No nausea with my pills, moderate direct pain relief, good motivation, good energy. Kinda made me cough, didn't taste as sweet to me as the description says but could be anything including my 40 year old tastes lol It feels like one of those strains that if I smoked too much at once I'd get a headache so for me it's a good one for doing some errands, puffing with a cup of thc Earl Grey for a little rest, and then getting the drive to get back to chores or errands. Maybe also good for getting through a big job- like out here we sometimes have to chop firewood and when you have a lot of pain &amp; mood issues this strain helps me get busy and keep going for quite a while without being tired and grumpy. Dry mouth is an issue, take a water bottle lol I sure do like my sativas :)",4,blue-dream,0.29117424242424245,0.49904040404040406,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,199,False,0.07557278558258052,0.19439554595370653,False,True,stress,False
31,Always_pearled,"Oh man! This was my very first time smoking blue dream. I had read a lot about it, my friends talked about it a lot, I've heard songs written about it e.g. Jhene Aiko...so let's just say that I was anticipating a really good time. And that was exactly what i got...and more! This strain is soooo relaxing! I had absolutely zero worries. I smoked a blunt of this with a friend, vaped some in my Airis Viva (a vaporizer that i really recommend, you can really taste the flavor out of the bud using this little baking vaporizer) and i was LIT! I'm talking super heady high, high levels of euphoria, creativity...amazing! I might have just found a competitor for my beloved Girlscout.  Negatives? Who am I kidding? I can't think of any! Would highly recommend this strain to all! Absolutely zero paranoia, zero anxiety, just pure fucking joy.",5,blue-dream,0.289124649859944,0.5041176470588236,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,23,True,0.7139122664745445,0.15175547155620733,False,True,lack_appetite,True
32,Shayluv,My go to always first;) such a good smell and taste with all those sweet smells and  shinny buds how could you not wanta taste a blue dream;)beware::: there was fake blue dream going around awhile ago at more then one despenscensery in the d,5,blue-dream,0.16249999999999998,0.4729166666666667,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,156,True,0.29280397421723936,0.10086743490526857,True,False,seizures,False
33,R17,bro im so baked rn,5,blue-dream,0.0,0.0,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,158,False,0.7202396771219489,0.08951574137025314,False,True,muscle_spasms,False
34,craig_DC,"Blue Dream is my go-to strain for my everyday fibromyalgia pain and muscle spasm medicine, it is gentle enough to use very day and throughout the day. It is a nice hybrid, with the muscle spasm easing effects of a indica, and the euphoric, headache easing effects of a Sativa without anxiety effects. I use it when I wake up to get moving, and even use it to help me sleep. I recommend this for muscle spasm issues, depression and anxiety, pain, and other general health issues. Gentle, yet effective.",5,blue-dream,0.1525,0.5774999999999999,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,109,False,0.2551581406514183,0.03994614104576564,False,True,depression,False
35,CH33SE,"Suffer from chronic pain, stress, anxiety, etc? Try this strain for a daytime medicine. Suddenly after smoking this beautiful flower, I no longer cared about all those idiots on the news, people fighting over everything, most of all I felt a very smooth ease of ALL stress and anxiety, and suddenly the chronic pain I have to deal with because of the incompetence of a surgeon, was managed successfully!!! Best medicine out there!",5,blue-dream,0.2957142857142857,0.6071428571428571,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,158,False,0.995392018865588,0.0959717207753511,False,True,fatigue_headaches,False
36,trixxi,"I finally got to try this strain after hearing so much about it, it did exceed my expectations. It is a hybrid, focused high that came as a creeper that was more of a distracted ... Oh wait, I am REALLY high now. Smoke was sweet without too much flavor; high was enjoyable, lasting and thoughtful. This is a strain for lifting one's spirits and elevating one's mood into a more happy and light hearted stance. Great for after work or when you want to laugh with friends roll a joint of this and pass it around!",5,blue-dream,0.339375,0.5199999999999999,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,70,True,0.3832065364194551,0.1576762527066744,True,False,lack_appetite,True
37,slug2,Great for enhancing sex and foreplay!,5,blue-dream,0.8,0.75,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,140,True,0.06536352689198555,0.022757852938951984,False,True,lack_appetite,True
38,paintergirl,"A perfect hybrid.  Can be couch trippy or active and happy.  I find this strain to be very 'steerable', so when I need to change set/setting, this strain works with almost whatever I'm doing and it is my go to strain when I need a little assistance getting my mind and body in the mood for love.  It leaves me with tell-tale stoney face, so I don't use it when I have need to be an incognito partaker.  Blue Dream will lower my eyelids and blow my cover every time.  I can get the munchies with this one, so I have to work to keep that in check.   Blue Dream was my first flower ever smoked and she gave me a beautiful hallucination on that first time.    She'll always be in my favorites and since she was my first, I recommend her to other new newbies as well.",5,blue-dream,0.2707521645021645,0.5021103896103895,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,140,True,0.06536352689198555,0.022757852938951984,False,True,depression,True
39,HASHTAGHiDef,Great strain all around however it made me lose my remote control for 3 hours causing me to burn to cookies i was baking. Would recommend to anyone with cookies to spare. Also ate an entire roll of toll house cookie dough straight from the fridge and that upset my stomach quite a bit but after more blue dream i was good as new aside from the  raw cookie dough induced diarrhea. Also was out of milk ,5,blue-dream,0.22284382284382284,0.4545648795648796,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,124,True,0.1959391547670104,0.118307359211957,False,True,stress,True
40,jjjallen,Bd made me feel like I was a whole person.  Which is a nice way to feel.  The whole point of weed is so you can be yourself and deal with the Nazi's later.  ns,5,blue-dream,0.25,0.44999999999999996,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,126,True,0.622754359813444,0.007455268679601135,True,False,inflamation_insomnia,False
41,clorbager,Wow such a mellow high so calm and relaxing just gives me such the most uplifting relaxation and depression goes away. I feel great :),5,blue-dream,0.26571428571428574,0.6485714285714286,True,False,False,0.2862514847268811,0.0032218850323931887,0.8332623357243888,0.1861067113060404,0.9801197103806666,222,True,0.4293391838649,0.01062049897443882,True,False,cramps,True
